,card_played,hand_result,player,trump_card,card_led,player_bid,player_tricks_taken,player_hand,total_bids,total_tricks_taken,all_cards_played,hand_number,cards_played_trick
246,4D,1,Jack,0S,"('Dad', 'QD')",0,0,"['AC', '5H']",5,0,"{3: [('Dad', 'QD'), ('Jack', '4D')]}",3,"[('Dad', 'QD'), ('Jack', '4D')]"
247,AD,1,Kelly,0S,"('Dad', 'QD')",1,0,"['JS', '6H']",5,0,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD')]}",3,"[('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD')]"
248,5D,1,Tim,0S,"('Dad', 'QD')",1,0,"['3D', '7S']",5,0,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D')]}",3,"[('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D')]"
249,3C,,Mom,0S,"('Dad', 'QD')",1,0,"['8S', '7C']",5,0,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C')]}",3,"[('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C')]"
250,6H,1,Kelly,0S,"('Kelly', '6H')",1,1,['JS'],5,1,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H')]}",3,"[('Kelly', '6H')]"
251,7S,1,Tim,0S,"('Kelly', '6H')",1,0,['3D'],5,1,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S')]}",3,"[('Kelly', '6H'), ('Tim', '7S')]"
252,7C,,Mom,0S,"('Kelly', '6H')",1,0,['8S'],5,1,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C')]}",3,"[('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C')]"
253,JH,1,Dad,0S,"('Kelly', '6H')",2,0,['5S'],5,1,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH')]}",3,"[('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH')]"
254,5H,1,Jack,0S,"('Kelly', '6H')",0,0,['AC'],5,1,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH'), ('Jack', '5H')]}",3,"[('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH'), ('Jack', '5H')]"
255,3D,1,Tim,0S,"('Tim', '3D')",1,1,[],5,2,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH'), ('Jack', '5H'), ('Tim', '3D')]}",3,"[('Tim', '3D')]"
256,8S,,Mom,0S,"('Tim', '3D')",1,0,[],5,2,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH'), ('Jack', '5H'), ('Tim', '3D'), ('Mom', '8S')]}",3,"[('Tim', '3D'), ('Mom', '8S')]"
257,5S,1,Dad,0S,"('Tim', '3D')",2,0,[],5,2,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH'), ('Jack', '5H'), ('Tim', '3D'), ('Mom', '8S'), ('Dad', '5S')]}",3,"[('Tim', '3D'), ('Mom', '8S'), ('Dad', '5S')]"
258,AC,1,Jack,0S,"('Tim', '3D')",0,0,[],5,2,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH'), ('Jack', '5H'), ('Tim', '3D'), ('Mom', '8S'), ('Dad', '5S'), ('Jack', 'AC')]}",3,"[('Tim', '3D'), ('Mom', '8S'), ('Dad', '5S'), ('Jack', 'AC')]"
259,JS,1,Kelly,0S,"('Tim', '3D')",1,1,[],5,2,"{3: [('Dad', 'QD'), ('Jack', '4D'), ('Kelly', 'AD'), ('Tim', '5D'), ('Mom', '3C'), ('Kelly', '6H'), ('Tim', '7S'), ('Mom', '7C'), ('Dad', 'JH'), ('Jack', '5H'), ('Tim', '3D'), ('Mom', '8S'), ('Dad', '5S'), ('Jack', 'AC'), ('Kelly', 'JS')]}",3,"[('Tim', '3D'), ('Mom', '8S'), ('Dad', '5S'), ('Jack', 'AC'), ('Kelly', 'JS')]"
260,KC,1,Kelly,AH,"('Kelly', 'KC')",1,0,['6C'],4,0,"{2: [('Kelly', 'KC')]}",2,"[('Kelly', 'KC')]"
261,2C,,Tim,AH,"('Kelly', 'KC')",0,0,['7C'],4,0,"{2: [('Kelly', 'KC'), ('Tim', '2C')]}",2,"[('Kelly', 'KC'), ('Tim', '2C')]"
262,7H,1,Mom,AH,"('Kelly', 'KC')",1,0,['JD'],4,0,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H')]}",2,"[('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H')]"
263,8S,,Dad,AH,"('Kelly', 'KC')",1,0,['KH'],4,0,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S')]}",2,"[('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S')]"
264,9C,,Jack,AH,"('Kelly', 'KC')",1,0,['JS'],4,0,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S'), ('Jack', '9C')]}",2,"[('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S'), ('Jack', '9C')]"
265,6C,1,Kelly,AH,"('Kelly', '6C')",1,1,[],4,1,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S'), ('Jack', '9C'), ('Kelly', '6C')]}",2,"[('Kelly', '6C')]"
266,7C,,Tim,AH,"('Kelly', '6C')",0,0,[],4,1,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S'), ('Jack', '9C'), ('Kelly', '6C'), ('Tim', '7C')]}",2,"[('Kelly', '6C'), ('Tim', '7C')]"
267,JD,1,Mom,AH,"('Kelly', '6C')",1,0,[],4,1,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S'), ('Jack', '9C'), ('Kelly', '6C'), ('Tim', '7C'), ('Mom', 'JD')]}",2,"[('Kelly', '6C'), ('Tim', '7C'), ('Mom', 'JD')]"
268,KH,,Dad,AH,"('Kelly', '6C')",1,0,[],4,1,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S'), ('Jack', '9C'), ('Kelly', '6C'), ('Tim', '7C'), ('Mom', 'JD'), ('Dad', 'KH')]}",2,"[('Kelly', '6C'), ('Tim', '7C'), ('Mom', 'JD'), ('Dad', 'KH')]"
269,JS,,Jack,AH,"('Kelly', '6C')",1,0,[],4,1,"{2: [('Kelly', 'KC'), ('Tim', '2C'), ('Mom', '7H'), ('Dad', '8S'), ('Jack', '9C'), ('Kelly', '6C'), ('Tim', '7C'), ('Mom', 'JD'), ('Dad', 'KH'), ('Jack', 'JS')]}",2,"[('Kelly', '6C'), ('Tim', '7C'), ('Mom', 'JD'), ('Dad', 'KH'), ('Jack', 'JS')]"
270,5D,,Kelly,7D,"('Kelly', '5D')",2,0,[],3,0,"{1: [('Kelly', '5D')]}",1,"[('Kelly', '5D')]"
271,8D,1,Tim,7D,"('Kelly', '5D')",1,0,[],3,0,"{1: [('Kelly', '5D'), ('Tim', '8D')]}",1,"[('Kelly', '5D'), ('Tim', '8D')]"
272,QS,1,Mom,7D,"('Kelly', '5D')",0,0,[],3,0,"{1: [('Kelly', '5D'), ('Tim', '8D'), ('Mom', 'QS')]}",1,"[('Kelly', '5D'), ('Tim', '8D'), ('Mom', 'QS')]"
273,2S,1,Dad,7D,"('Kelly', '5D')",0,0,[],3,0,"{1: [('Kelly', '5D'), ('Tim', '8D'), ('Mom', 'QS'), ('Dad', '2S')]}",1,"[('Kelly', '5D'), ('Tim', '8D'), ('Mom', 'QS'), ('Dad', '2S')]"
274,6C,1,Jack,7D,"('Kelly', '5D')",0,0,[],3,0,"{1: [('Kelly', '5D'), ('Tim', '8D'), ('Mom', 'QS'), ('Dad', '2S'), ('Jack', '6C')]}",1,"[('Kelly', '5D'), ('Tim', '8D'), ('Mom', 'QS'), ('Dad', '2S'), ('Jack', '6C')]"
275,9C,1,Mom,2C,"('Mom', '9C')",1,0,['2D'],3,0,"{2: [('Mom', '9C')]}",2,"[('Mom', '9C')]"
276,3C,,Dad,2C,"('Mom', '9C')",1,0,['7S'],3,0,"{2: [('Mom', '9C'), ('Dad', '3C')]}",2,"[('Mom', '9C'), ('Dad', '3C')]"
277,KH,,Jack,2C,"('Mom', '9C')",0,0,['6D'],3,0,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH')]}",2,"[('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH')]"
278,7H,1,Kelly,2C,"('Mom', '9C')",0,0,['6H'],3,0,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H')]}",2,"[('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H')]"
279,4H,,Tim,2C,"('Mom', '9C')",1,0,['JH'],3,0,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H'), ('Tim', '4H')]}",2,"[('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H'), ('Tim', '4H')]"
280,2D,1,Mom,2C,"('Mom', '2D')",1,1,[],3,1,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H'), ('Tim', '4H'), ('Mom', '2D')]}",2,"[('Mom', '2D')]"
281,7S,,Dad,2C,"('Mom', '2D')",1,0,[],3,1,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '7S')]}",2,"[('Mom', '2D'), ('Dad', '7S')]"
282,6D,,Jack,2C,"('Mom', '2D')",0,0,[],3,1,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '7S'), ('Jack', '6D')]}",2,"[('Mom', '2D'), ('Dad', '7S'), ('Jack', '6D')]"
283,6H,1,Kelly,2C,"('Mom', '2D')",0,0,[],3,1,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '7S'), ('Jack', '6D'), ('Kelly', '6H')]}",2,"[('Mom', '2D'), ('Dad', '7S'), ('Jack', '6D'), ('Kelly', '6H')]"
284,JH,,Tim,2C,"('Mom', '2D')",1,0,[],3,1,"{2: [('Mom', '9C'), ('Dad', '3C'), ('Jack', 'KH'), ('Kelly', '7H'), ('Tim', '4H'), ('Mom', '2D'), ('Dad', '7S'), ('Jack', '6D'), ('Kelly', '6H'), ('Tim', 'JH')]}",2,"[('Mom', '2D'), ('Dad', '7S'), ('Jack', '6D'), ('Kelly', '6H'), ('Tim', 'JH')]"
285,2D,1,Dad,KS,"('Dad', '2D')",1,0,"['7C', 'QS']",1,0,"{3: [('Dad', '2D')]}",3,"[('Dad', '2D')]"
286,QD,1,Jack,KS,"('Dad', '2D')",0,0,"['7H', '6H']",1,0,"{3: [('Dad', '2D'), ('Jack', 'QD')]}",3,"[('Dad', '2D'), ('Jack', 'QD')]"
287,4D,1,Kelly,KS,"('Dad', '2D')",0,0,"['JH', '5C']",1,0,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D')]}",3,"[('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D')]"
288,0H,1,Tim,KS,"('Dad', '2D')",0,0,"['QH', '8C']",1,0,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H')]}",3,"[('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H')]"
289,AD,,Mom,KS,"('Dad', '2D')",0,0,"['6C', 'QC']",1,0,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD')]}",3,"[('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD')]"
290,QC,,Mom,KS,"('Mom', 'QC')",0,1,['6C'],1,1,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC')]}",3,"[('Mom', 'QC')]"
291,7C,1,Dad,KS,"('Mom', 'QC')",1,0,['QS'],1,1,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C')]}",3,"[('Mom', 'QC'), ('Dad', '7C')]"
292,6H,1,Jack,KS,"('Mom', 'QC')",0,0,['7H'],1,1,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H')]}",3,"[('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H')]"
293,5C,1,Kelly,KS,"('Mom', 'QC')",0,0,['JH'],1,1,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C')]}",3,"[('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C')]"
294,8C,1,Tim,KS,"('Mom', 'QC')",0,0,['QH'],1,1,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C'), ('Tim', '8C')]}",3,"[('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C'), ('Tim', '8C')]"
295,6C,,Mom,KS,"('Mom', '6C')",0,2,[],1,2,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C'), ('Tim', '8C'), ('Mom', '6C')]}",3,"[('Mom', '6C')]"
296,QS,1,Dad,KS,"('Mom', '6C')",1,0,[],1,2,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C'), ('Tim', '8C'), ('Mom', '6C'), ('Dad', 'QS')]}",3,"[('Mom', '6C'), ('Dad', 'QS')]"
297,7H,1,Jack,KS,"('Mom', '6C')",0,0,[],1,2,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C'), ('Tim', '8C'), ('Mom', '6C'), ('Dad', 'QS'), ('Jack', '7H')]}",3,"[('Mom', '6C'), ('Dad', 'QS'), ('Jack', '7H')]"
298,JH,1,Kelly,KS,"('Mom', '6C')",0,0,[],1,2,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C'), ('Tim', '8C'), ('Mom', '6C'), ('Dad', 'QS'), ('Jack', '7H'), ('Kelly', 'JH')]}",3,"[('Mom', '6C'), ('Dad', 'QS'), ('Jack', '7H'), ('Kelly', 'JH')]"
299,QH,1,Tim,KS,"('Mom', '6C')",0,0,[],1,2,"{3: [('Dad', '2D'), ('Jack', 'QD'), ('Kelly', '4D'), ('Tim', '0H'), ('Mom', 'AD'), ('Mom', 'QC'), ('Dad', '7C'), ('Jack', '6H'), ('Kelly', '5C'), ('Tim', '8C'), ('Mom', '6C'), ('Dad', 'QS'), ('Jack', '7H'), ('Kelly', 'JH'), ('Tim', 'QH')]}",3,"[('Mom', '6C'), ('Dad', 'QS'), ('Jack', '7H'), ('Kelly', 'JH'), ('Tim', 'QH')]"
300,AS,,Dad,3D,"('Dad', 'AS')",3,0,"['2D', 'AD', '6C']",7,0,"{4: [('Dad', 'AS')]}",4,"[('Dad', 'AS')]"
301,8S,1,Jack,3D,"('Dad', 'AS')",0,0,"['4H', '8H', '6H']",7,0,"{4: [('Dad', 'AS'), ('Jack', '8S')]}",4,"[('Dad', 'AS'), ('Jack', '8S')]"
302,4S,,Kelly,3D,"('Dad', 'AS')",1,0,"['4D', 'KH', '7H']",7,0,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S')]}",4,"[('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S')]"
303,7S,1,Tim,3D,"('Dad', 'AS')",1,0,"['6D', 'KC', '7C']",7,0,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S')]}",4,"[('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S')]"
304,6S,,Mom,3D,"('Dad', 'AS')",2,0,"['7D', '4C', 'QD']",7,0,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S')]}",4,"[('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S')]"
305,6C,,Dad,3D,"('Dad', '6C')",3,1,"['2D', 'AD']",7,1,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C')]}",4,"[('Dad', '6C')]"
306,6H,1,Jack,3D,"('Dad', '6C')",0,0,"['4H', '8H']",7,1,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H')]}",4,"[('Dad', '6C'), ('Jack', '6H')]"
307,7H,,Kelly,3D,"('Dad', '6C')",1,0,"['4D', 'KH']",7,1,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H')]}",4,"[('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H')]"
308,KC,1,Tim,3D,"('Dad', '6C')",1,0,"['6D', '7C']",7,1,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC')]}",4,"[('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC')]"
309,4C,,Mom,3D,"('Dad', '6C')",2,0,"['7D', 'QD']",7,1,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C')]}",4,"[('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C')]"
310,7C,1,Tim,3D,"('Tim', '7C')",1,1,['6D'],7,2,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C')]}",4,"[('Tim', '7C')]"
311,QD,,Mom,3D,"('Tim', '7C')",2,0,['7D'],7,2,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD')]}",4,"[('Tim', '7C'), ('Mom', 'QD')]"
312,AD,,Dad,3D,"('Tim', '7C')",3,1,['2D'],7,2,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD')]}",4,"[('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD')]"
313,8H,1,Jack,3D,"('Tim', '7C')",0,0,['4H'],7,2,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H')]}",4,"[('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H')]"
314,KH,,Kelly,3D,"('Tim', '7C')",1,0,['4D'],7,2,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H'), ('Kelly', 'KH')]}",4,"[('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H'), ('Kelly', 'KH')]"
315,2D,,Dad,3D,"('Dad', '2D')",3,2,[],7,3,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H'), ('Kelly', 'KH'), ('Dad', '2D')]}",4,"[('Dad', '2D')]"
316,4H,1,Jack,3D,"('Dad', '2D')",0,0,[],7,3,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H'), ('Kelly', 'KH'), ('Dad', '2D'), ('Jack', '4H')]}",4,"[('Dad', '2D'), ('Jack', '4H')]"
317,4D,,Kelly,3D,"('Dad', '2D')",1,0,[],7,3,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H'), ('Kelly', 'KH'), ('Dad', '2D'), ('Jack', '4H'), ('Kelly', '4D')]}",4,"[('Dad', '2D'), ('Jack', '4H'), ('Kelly', '4D')]"
318,6D,1,Tim,3D,"('Dad', '2D')",1,1,[],7,3,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H'), ('Kelly', 'KH'), ('Dad', '2D'), ('Jack', '4H'), ('Kelly', '4D'), ('Tim', '6D')]}",4,"[('Dad', '2D'), ('Jack', '4H'), ('Kelly', '4D'), ('Tim', '6D')]"
319,7D,,Mom,3D,"('Dad', '2D')",2,0,[],7,3,"{4: [('Dad', 'AS'), ('Jack', '8S'), ('Kelly', '4S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '6C'), ('Jack', '6H'), ('Kelly', '7H'), ('Tim', 'KC'), ('Mom', '4C'), ('Tim', '7C'), ('Mom', 'QD'), ('Dad', 'AD'), ('Jack', '8H'), ('Kelly', 'KH'), ('Dad', '2D'), ('Jack', '4H'), ('Kelly', '4D'), ('Tim', '6D'), ('Mom', '7D')]}",4,"[('Dad', '2D'), ('Jack', '4H'), ('Kelly', '4D'), ('Tim', '6D'), ('Mom', '7D')]"
320,9C,,Kelly,6S,"('Kelly', '9C')",2,0,"['5S', 'JD', '3D', '7S']",7,0,"{5: [('Kelly', '9C')]}",5,"[('Kelly', '9C')]"
321,7C,1,Tim,6S,"('Kelly', '9C')",0,0,"['5D', '7D', '9H', '6H']",7,0,"{5: [('Kelly', '9C'), ('Tim', '7C')]}",5,"[('Kelly', '9C'), ('Tim', '7C')]"
322,6C,,Mom,6S,"('Kelly', '9C')",2,0,"['4S', '3C', 'AS', 'AH']",7,0,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C')]}",5,"[('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C')]"
323,5C,,Dad,6S,"('Kelly', '9C')",1,0,"['5H', 'QH', '8S', '8H']",7,0,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C')]}",5,"[('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C')]"
324,2C,,Jack,6S,"('Kelly', '9C')",2,0,"['KD', '9S', '8D', '0H']",7,0,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C')]}",5,"[('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C')]"
325,7S,,Kelly,6S,"('Kelly', '7S')",2,1,"['5S', 'JD', '3D']",7,1,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S')]}",5,"[('Kelly', '7S')]"
326,6H,1,Tim,6S,"('Kelly', '7S')",0,0,"['5D', '7D', '9H']",7,1,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H')]}",5,"[('Kelly', '7S'), ('Tim', '6H')]"
