,card_played,hand_result,player,trump_card,card_led,player_bid,player_tricks_taken,player_hand,total_bids,total_tricks_taken,all_cards_played,hand_number,cards_played_trick
327,4S,,Mom,6S,"('Kelly', '7S')",2,0,"['3C', 'AS', 'AH']",7,1,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S')]}",5,"[('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S')]"
328,8S,,Dad,6S,"('Kelly', '7S')",1,0,"['5H', 'QH', '8H']",7,1,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S')]}",5,"[('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S')]"
329,9S,,Jack,6S,"('Kelly', '7S')",2,0,"['KD', '8D', '0H']",7,1,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S')]}",5,"[('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S')]"
330,0H,,Jack,6S,"('Jack', '0H')",2,1,"['KD', '8D']",7,2,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H')]}",5,"[('Jack', '0H')]"
331,3D,,Kelly,6S,"('Jack', '0H')",2,1,"['5S', 'JD']",7,2,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D')]}",5,"[('Jack', '0H'), ('Kelly', '3D')]"
332,9H,1,Tim,6S,"('Jack', '0H')",0,0,"['5D', '7D']",7,2,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H')]}",5,"[('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H')]"
333,AH,,Mom,6S,"('Jack', '0H')",2,0,"['3C', 'AS']",7,2,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH')]}",5,"[('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH')]"
334,5H,,Dad,6S,"('Jack', '0H')",1,0,"['QH', '8H']",7,2,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H')]}",5,"[('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H')]"
335,AS,,Mom,6S,"('Mom', 'AS')",2,1,['3C'],7,3,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS')]}",5,"[('Mom', 'AS')]"
336,8H,,Dad,6S,"('Mom', 'AS')",1,0,['QH'],7,3,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H')]}",5,"[('Mom', 'AS'), ('Dad', '8H')]"
337,8D,,Jack,6S,"('Mom', 'AS')",2,1,['KD'],7,3,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D')]}",5,"[('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D')]"
338,5S,,Kelly,6S,"('Mom', 'AS')",2,1,['JD'],7,3,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S')]}",5,"[('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S')]"
339,7D,1,Tim,6S,"('Mom', 'AS')",0,0,['5D'],7,3,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S'), ('Tim', '7D')]}",5,"[('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S'), ('Tim', '7D')]"
340,3C,,Mom,6S,"('Mom', '3C')",2,2,[],7,4,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S'), ('Tim', '7D'), ('Mom', '3C')]}",5,"[('Mom', '3C')]"
341,QH,,Dad,6S,"('Mom', '3C')",1,0,[],7,4,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S'), ('Tim', '7D'), ('Mom', '3C'), ('Dad', 'QH')]}",5,"[('Mom', '3C'), ('Dad', 'QH')]"
342,KD,,Jack,6S,"('Mom', '3C')",2,1,[],7,4,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S'), ('Tim', '7D'), ('Mom', '3C'), ('Dad', 'QH'), ('Jack', 'KD')]}",5,"[('Mom', '3C'), ('Dad', 'QH'), ('Jack', 'KD')]"
343,JD,,Kelly,6S,"('Mom', '3C')",2,1,[],7,4,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S'), ('Tim', '7D'), ('Mom', '3C'), ('Dad', 'QH'), ('Jack', 'KD'), ('Kelly', 'JD')]}",5,"[('Mom', '3C'), ('Dad', 'QH'), ('Jack', 'KD'), ('Kelly', 'JD')]"
344,5D,1,Tim,6S,"('Mom', '3C')",0,0,[],7,4,"{5: [('Kelly', '9C'), ('Tim', '7C'), ('Mom', '6C'), ('Dad', '5C'), ('Jack', '2C'), ('Kelly', '7S'), ('Tim', '6H'), ('Mom', '4S'), ('Dad', '8S'), ('Jack', '9S'), ('Jack', '0H'), ('Kelly', '3D'), ('Tim', '9H'), ('Mom', 'AH'), ('Dad', '5H'), ('Mom', 'AS'), ('Dad', '8H'), ('Jack', '8D'), ('Kelly', '5S'), ('Tim', '7D'), ('Mom', '3C'), ('Dad', 'QH'), ('Jack', 'KD'), ('Kelly', 'JD'), ('Tim', '5D')]}",5,"[('Mom', '3C'), ('Dad', 'QH'), ('Jack', 'KD'), ('Kelly', 'JD'), ('Tim', '5D')]"
345,4D,,Jack,7S,"('Jack', '4D')",2,0,"['2C', '9C', '4S', 'JH', '9S']",6,0,"{6: [('Jack', '4D')]}",6,"[('Jack', '4D')]"
346,QD,,Kelly,7S,"('Jack', '4D')",2,0,"['QS', '0C', '5S', 'KC', '2H']",6,0,"{6: [('Jack', '4D'), ('Kelly', 'QD')]}",6,"[('Jack', '4D'), ('Kelly', 'QD')]"
347,4C,1,Tim,7S,"('Jack', '4D')",1,0,"['5H', '0H', 'AC', '8S', '4H']",6,0,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C')]}",6,"[('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C')]"
348,2D,,Mom,7S,"('Jack', '4D')",0,0,"['8C', 'QC', 'AH', 'AD', '7C']",6,0,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D')]}",6,"[('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D')]"
349,5D,,Dad,7S,"('Jack', '4D')",1,0,"['0S', '9H', '8H', '6C', '3D']",6,0,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D')]}",6,"[('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D')]"
350,2H,,Kelly,7S,"('Kelly', '2H')",2,1,"['QS', '0C', '5S', 'KC']",6,1,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H')]}",6,"[('Kelly', '2H')]"
351,5H,1,Tim,7S,"('Kelly', '2H')",1,0,"['0H', 'AC', '8S', '4H']",6,1,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H')]}",6,"[('Kelly', '2H'), ('Tim', '5H')]"
352,AH,,Mom,7S,"('Kelly', '2H')",0,0,"['8C', 'QC', 'AD', '7C']",6,1,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH')]}",6,"[('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH')]"
353,9H,,Dad,7S,"('Kelly', '2H')",1,0,"['0S', '8H', '6C', '3D']",6,1,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H')]}",6,"[('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H')]"
354,JH,,Jack,7S,"('Kelly', '2H')",2,0,"['2C', '9C', '4S', '9S']",6,1,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH')]}",6,"[('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH')]"
355,7C,,Mom,7S,"('Mom', '7C')",0,1,"['8C', 'QC', 'AD']",6,2,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C')]}",6,"[('Mom', '7C')]"
356,6C,,Dad,7S,"('Mom', '7C')",1,0,"['0S', '8H', '3D']",6,2,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C')]}",6,"[('Mom', '7C'), ('Dad', '6C')]"
357,2C,,Jack,7S,"('Mom', '7C')",2,0,"['9C', '4S', '9S']",6,2,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C')]}",6,"[('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C')]"
358,0C,,Kelly,7S,"('Mom', '7C')",2,1,"['QS', '5S', 'KC']",6,2,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C')]}",6,"[('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C')]"
359,AC,1,Tim,7S,"('Mom', '7C')",1,0,"['0H', '8S', '4H']",6,2,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC')]}",6,"[('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC')]"
360,4H,1,Tim,7S,"('Tim', '4H')",1,1,"['0H', '8S']",6,3,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H')]}",6,"[('Tim', '4H')]"
361,AD,,Mom,7S,"('Tim', '4H')",0,1,"['8C', 'QC']",6,3,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD')]}",6,"[('Tim', '4H'), ('Mom', 'AD')]"
362,8H,,Dad,7S,"('Tim', '4H')",1,0,"['0S', '3D']",6,3,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H')]}",6,"[('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H')]"
363,9S,,Jack,7S,"('Tim', '4H')",2,0,"['9C', '4S']",6,3,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S')]}",6,"[('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S')]"
364,KC,,Kelly,7S,"('Tim', '4H')",2,1,"['QS', '5S']",6,3,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC')]}",6,"[('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC')]"
365,4S,,Jack,7S,"('Jack', '4S')",2,1,['9C'],6,4,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S')]}",6,"[('Jack', '4S')]"
366,QS,,Kelly,7S,"('Jack', '4S')",2,1,['5S'],6,4,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS')]}",6,"[('Jack', '4S'), ('Kelly', 'QS')]"
367,8S,1,Tim,7S,"('Jack', '4S')",1,1,['0H'],6,4,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S')]}",6,"[('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S')]"
368,QC,,Mom,7S,"('Jack', '4S')",0,1,['8C'],6,4,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC')]}",6,"[('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC')]"
369,0S,,Dad,7S,"('Jack', '4S')",1,0,['3D'],6,4,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC'), ('Dad', '0S')]}",6,"[('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC'), ('Dad', '0S')]"
370,5S,,Kelly,7S,"('Kelly', '5S')",2,2,[],6,5,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC'), ('Dad', '0S'), ('Kelly', '5S')]}",6,"[('Kelly', '5S')]"
371,0H,1,Tim,7S,"('Kelly', '5S')",1,1,[],6,5,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC'), ('Dad', '0S'), ('Kelly', '5S'), ('Tim', '0H')]}",6,"[('Kelly', '5S'), ('Tim', '0H')]"
372,8C,,Mom,7S,"('Kelly', '5S')",0,1,[],6,5,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC'), ('Dad', '0S'), ('Kelly', '5S'), ('Tim', '0H'), ('Mom', '8C')]}",6,"[('Kelly', '5S'), ('Tim', '0H'), ('Mom', '8C')]"
373,3D,,Dad,7S,"('Kelly', '5S')",1,0,[],6,5,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC'), ('Dad', '0S'), ('Kelly', '5S'), ('Tim', '0H'), ('Mom', '8C'), ('Dad', '3D')]}",6,"[('Kelly', '5S'), ('Tim', '0H'), ('Mom', '8C'), ('Dad', '3D')]"
374,9C,,Jack,7S,"('Kelly', '5S')",2,1,[],6,5,"{6: [('Jack', '4D'), ('Kelly', 'QD'), ('Tim', '4C'), ('Mom', '2D'), ('Dad', '5D'), ('Kelly', '2H'), ('Tim', '5H'), ('Mom', 'AH'), ('Dad', '9H'), ('Jack', 'JH'), ('Mom', '7C'), ('Dad', '6C'), ('Jack', '2C'), ('Kelly', '0C'), ('Tim', 'AC'), ('Tim', '4H'), ('Mom', 'AD'), ('Dad', '8H'), ('Jack', '9S'), ('Kelly', 'KC'), ('Jack', '4S'), ('Kelly', 'QS'), ('Tim', '8S'), ('Mom', 'QC'), ('Dad', '0S'), ('Kelly', '5S'), ('Tim', '0H'), ('Mom', '8C'), ('Dad', '3D'), ('Jack', '9C')]}",6,"[('Kelly', '5S'), ('Tim', '0H'), ('Mom', '8C'), ('Dad', '3D'), ('Jack', '9C')]"
375,0D,,Mom,5D,"('Mom', '0D')",3,0,"['7C', '4S', 'KC', '8D', '6H', '7D']",9,0,"{7: [('Mom', '0D')]}",7,"[('Mom', '0D')]"
376,JH,,Dad,5D,"('Mom', '0D')",0,0,"['KH', 'JC', 'AH', '8C', 'QS', 'AC']",9,0,"{7: [('Mom', '0D'), ('Dad', 'JH')]}",7,"[('Mom', '0D'), ('Dad', 'JH')]"
377,QD,1,Jack,5D,"('Mom', '0D')",3,0,"['2C', '9H', '9D', '2S', 'QH', 'AD']",9,0,"{7: [('Mom', '0D'), ('Dad', 'JH'), ('Jack', 'QD')]}",7,"[('Mom', '0D'), ('Dad', 'JH'), ('Jack', 'QD')]"
378,3D,1,Kelly,5D,"('Mom', '0D')",1,0,"['5S', '4H', '0C', '6C', '2H', 'JS']",9,0,"{7: [('Mom', '0D'), ('Dad', 'JH'), ('Jack', 'QD'), ('Kelly', '3D')]}",7,"[('Mom', '0D'), ('Dad', 'JH'), ('Jack', 'QD'), ('Kelly', '3D')]"
379,6D,,Tim,5D,"('Mom', '0D')",2,0,"['5C', '9S', '3S', '0H', 'AS', '6S']",9,0,"{7: [('Mom', '0D'), ('Dad', 'JH'), ('Jack', 'QD'), ('Kelly', '3D'), ('Tim', '6D')]}",7,"[('Mom', '0D'), ('Dad', 'JH'), ('Jack', 'QD'), ('Kelly', '3D'), ('Tim', '6D')]"
380,AD,1,Jack,5D,"('Jack', 'AD')",3,1,"['2C', '9H', '9D', '2S', 'QH']",9,1,"{7: [('Mom', '0D'), ('Dad', 'JH'), ('Jack', 'QD'), ('Kelly', '3D'), ('Tim', '6D'), ('Jack', 'AD')]}",7,"[('Jack', 'AD')]"
